outcount,reliable
13,0
4,0
1,0
17,1
9865,1
4416,1
2687,2.5603963606001865e-05
4217,0.011399700815911627
3,0.0014302291575298512
2,0.0002456054017229753
1,5.24512203650605e-06
1,5.24512203650605e-06
0,1.0476066624706287e-05
1,5.24512203650605e-06
0,6.057735620128173e-06
1,5.24512203650605e-06
3,5.24512203650605e-06
0,5.582286493548882e-06
0,8.178284861954358e-06
0,5.582286493548882e-06
4,5.24512203650605e-06
0,0.00019870675906337492
0,0.00017841838272693037
4,5.24512203650605e-06
7,5.24512203650605e-06
0,0.00019870675906337492
0,0.00019870675906337492
1,5.24512203650605e-06
0,5.582286493548882e-06
1,5.24512203650605e-06
0,5.24512203650605e-06
0,5.24512203650605e-06
0,5.582286493548882e-06
0,0.00019870675906337492
6,5.24512203650605e-06
0,9.225517948313921e-05
0,5.582286493548882e-06
0,1.0864999837274408e-05
1,5.24512203650605e-06
1,5.24512203650605e-06
0,9.225517948313921e-05
1,5.24512203650605e-06
1,5.24512203650605e-06
1,5.24512203650605e-06
0,9.225517948313921e-05
1,5.24512203650605e-06
0,0.00026458158597072155
0,5.582286493548882e-06
0,5.998533754835263e-06
0,9.225517948313921e-05
0,5.24512203650605e-06
0,9.225517948313921e-05
0,5.582286493548882e-06
0,8.178284861954358e-06
0,8.178284861954358e-06
1,5.24512203650605e-06
4,5.24512203650605e-06
0,5.582286493548882e-06
1,5.24512203650605e-06
0,5.24512203650605e-06
1,5.24512203650605e-06
0,5.24512203650605e-06
0,9.225517948313921e-05
0,4.818800396318689e-06
0,9.225517948313921e-05
0,9.225517948313921e-05
0,9.225517948313921e-05
0,8.178284861954358e-06
0,0.00019870675906337492
0,5.24512203650605e-06
1,5.24512203650605e-06
1,5.24512203650605e-06
1,5.24512203650605e-06
0,0.00039118864312134594
0,0.00017841838272693037
0,1.0863681857823873e-05
0,0.00019870675906337492
0,5.24512203650605e-06
1,5.24512203650605e-06
0,5.24512203650605e-06
0,5.582286493548882e-06
0,5.24512203650605e-06
0,5.24512203650605e-06
0,1.0608626986952815e-05
0,0.00019870675906337492
0,5.24512203650605e-06
1,5.24512203650605e-06
0,5.24512203650605e-06
0,5.582286493548882e-06
0,8.178284861954358e-06
0,5.582286493548882e-06
2,5.24512203650605e-06
0,9.225517948313921e-05
1,5.24512203650605e-06
0,5.582286493548882e-06
0,5.24512203650605e-06
0,9.225517948313921e-05
0,0.00017841838272693037
0,3.630115606824744e-05
0,0.00019870675906337492
0,8.178284861954358e-06
0,0.00019870675906337492
0,9.225517948313921e-05
0,9.225517948313921e-05
0,8.178284861954358e-06
0,9.225517948313921e-05
0,8.178284861954358e-06
1,5.24512203650605e-06
0,5.24512203650605e-06
0,9.225517948313921e-05
0,0.00026458158597072155
0,5.24512203650605e-06
1,5.24512203650605e-06
0,5.582286493548882e-06
0,0.00019870675906337492
1,5.24512203650605e-06
0,0.0009538872119210509
2,1.0608626986952815e-05
0,1.0476066624706287e-05
1,5.24512203650605e-06
0,8.178284861954358e-06
1,5.24512203650605e-06
0,9.225517948313921e-05
2,5.24512203650605e-06
0,4.6805536552599864e-06
0,0.000523071195702095
0,5.24512203650605e-06
0,9.225517948313921e-05
0,0.00019870675906337492
0,0.00017841838272693037
0,0.00019870675906337492
0,5.998533754835263e-06
1,5.24512203650605e-06
0,5.582286493548882e-06
0,1.0476066624706287e-05
0,5.24512203650605e-06
0,5.24512203650605e-06
0,1.0608626986952815e-05
2,5.24512203650605e-06
0,5.24512203650605e-06
0,5.582286493548882e-06
0,5.582286493548882e-06
0,9.225517948313921e-05
3,5.24512203650605e-06
0,0.00017841838272693037
1,5.24512203650605e-06
0,8.178284861954358e-06
1,5.24512203650605e-06
0,5.24512203650605e-06
0,5.909858131801412e-06
2,5.24512203650605e-06
0,4.575444444460329e-06
0,0.00019870675906337492
0,0.00017841838272693037
1,5.24512203650605e-06
0,5.24512203650605e-06
0,9.225517948313921e-05
0,0.00035074478921451275
1,5.24512203650605e-06
0,5.582286493548882e-06
